time            Cj              Ck             
0.000000000e+00 1.000000000e+00 1.000000000e+00
1.002004008e+01 3.377122763e-01 3.377122763e-01
2.004008016e+01 2.535355428e-01 2.535355428e-01
3.006012024e+01 2.426937533e-01 2.426937533e-01
4.008016032e+01 2.412949763e-01 2.412949763e-01
5.010020040e+01 2.411144724e-01 2.411144724e-01
6.012024048e+01 2.410911775e-01 2.410911775e-01
7.014028056e+01 2.410881719e-01 2.410881719e-01
8.016032064e+01 2.410877830e-01 2.410877830e-01
9.018036072e+01 2.410877337e-01 2.410877337e-01
1.002004008e+02 2.410877272e-01 2.410877272e-01
1.102204409e+02 2.410877259e-01 2.410877259e-01
1.202404810e+02 2.410877258e-01 2.410877258e-01
1.302605210e+02 2.410877258e-01 2.410877258e-01
1.402805611e+02 2.410877260e-01 2.410877260e-01
1.503006012e+02 2.410877261e-01 2.410877261e-01
1.603206413e+02 2.410877261e-01 2.410877261e-01
1.703406814e+02 2.410877261e-01 2.410877261e-01
1.803607214e+02 2.410877261e-01 2.410877261e-01
1.903807615e+02 2.410877261e-01 2.410877261e-01
2.004008016e+02 2.410877262e-01 2.410877262e-01
2.104208417e+02 2.410877262e-01 2.410877262e-01
2.204408818e+02 2.410877262e-01 2.410877262e-01
2.304609218e+02 2.410877262e-01 2.410877262e-01
2.404809619e+02 2.410877262e-01 2.410877262e-01
2.505010020e+02 2.410877262e-01 2.410877262e-01
2.605210421e+02 2.410877262e-01 2.410877262e-01
2.705410822e+02 2.410877262e-01 2.410877262e-01
2.805611222e+02 2.410877262e-01 2.410877262e-01
2.905811623e+02 2.410877262e-01 2.410877262e-01
3.006012024e+02 2.410877262e-01 2.410877262e-01
3.106212425e+02 2.410877262e-01 2.410877262e-01
3.206412826e+02 2.410877262e-01 2.410877262e-01
3.306613226e+02 2.410877262e-01 2.410877262e-01
3.406813627e+02 2.410877262e-01 2.410877262e-01
3.507014028e+02 2.410877262e-01 2.410877262e-01
3.607214429e+02 2.410877262e-01 2.410877262e-01
3.707414830e+02 2.410877262e-01 2.410877262e-01
3.807615230e+02 2.410877262e-01 2.410877262e-01
3.907815631e+02 2.410877262e-01 2.410877262e-01
4.008016032e+02 2.410877262e-01 2.410877262e-01
4.108216433e+02 2.410877262e-01 2.410877262e-01
4.208416834e+02 2.410877262e-01 2.410877262e-01
4.308617234e+02 2.410877262e-01 2.410877262e-01
4.408817635e+02 2.410877262e-01 2.410877262e-01
4.509018036e+02 2.410877262e-01 2.410877262e-01
4.609218437e+02 2.410877262e-01 2.410877262e-01
4.709418838e+02 2.410877262e-01 2.410877262e-01
4.809619238e+02 2.410877262e-01 2.410877262e-01
4.909819639e+02 2.410877262e-01 2.410877262e-01
5.010020040e+02 2.410877262e-01 2.410877262e-01
5.110220441e+02 2.410877262e-01 2.410877262e-01
5.210420842e+02 2.410877262e-01 2.410877262e-01
5.310621242e+02 2.410877262e-01 2.410877262e-01
5.410821643e+02 2.410877262e-01 2.410877262e-01
5.511022044e+02 2.410877262e-01 2.410877262e-01
5.611222445e+02 2.410877262e-01 2.410877262e-01
5.711422846e+02 2.410877262e-01 2.410877262e-01
5.811623246e+02 2.410877262e-01 2.410877262e-01
5.911823647e+02 2.410877262e-01 2.410877262e-01
6.012024048e+02 2.410877262e-01 2.410877262e-01
6.112224449e+02 2.410877262e-01 2.410877262e-01
6.212424850e+02 2.410877262e-01 2.410877262e-01
6.312625251e+02 2.410877262e-01 2.410877262e-01
6.412825651e+02 2.410877262e-01 2.410877262e-01
6.513026052e+02 2.410877262e-01 2.410877262e-01
6.613226453e+02 2.410877262e-01 2.410877262e-01
6.713426854e+02 2.410877262e-01 2.410877262e-01
6.813627255e+02 2.410877262e-01 2.410877262e-01
6.913827655e+02 2.410877262e-01 2.410877262e-01
7.014028056e+02 2.410877262e-01 2.410877262e-01
7.114228457e+02 2.410877262e-01 2.410877262e-01
7.214428858e+02 2.410877262e-01 2.410877262e-01
7.314629259e+02 2.410877262e-01 2.410877262e-01
7.414829659e+02 2.410877262e-01 2.410877262e-01
7.515030060e+02 2.410877262e-01 2.410877262e-01
7.615230461e+02 2.410877262e-01 2.410877262e-01
7.715430862e+02 2.410877262e-01 2.410877262e-01
7.815631263e+02 2.410877262e-01 2.410877262e-01
7.915831663e+02 2.410877262e-01 2.410877262e-01
8.016032064e+02 2.410877262e-01 2.410877262e-01
8.116232465e+02 2.410877262e-01 2.410877262e-01
8.216432866e+02 2.410877262e-01 2.410877262e-01
8.316633267e+02 2.410877262e-01 2.410877262e-01
8.416833667e+02 2.410877262e-01 2.410877262e-01
8.517034068e+02 2.410877262e-01 2.410877262e-01
8.617234469e+02 2.410877262e-01 2.410877262e-01
8.717434870e+02 2.410877262e-01 2.410877262e-01
8.817635271e+02 2.410877262e-01 2.410877262e-01
8.917835671e+02 2.410877262e-01 2.410877262e-01
